net,length_um
_01608_,6.52µm
_01961_,6.52µm
_02145_,6.52µm
_02183_,6.52µm
_02348_,6.52µm
_02514_,6.52µm
_02545_,6.52µm
_02605_,6.52µm
_02895_,6.52µm
_02949_,6.52µm
_03403_,6.52µm
_03565_,6.52µm
_03982_,6.52µm
_04037_,6.52µm
_04370_,6.52µm
_05194_,6.52µm
_05416_,6.52µm
_05555_,6.52µm
_05800_,6.52µm
_05872_,6.52µm
_05919_,6.52µm
_05938_,6.52µm
_06123_,6.52µm
_06379_,6.52µm
_00326_,6.5µm
_01495_,6.5µm
_01536_,6.5µm
_02725_,6.5µm
_03780_,6.5µm
_03918_,6.5µm
_04755_,6.5µm
_04102_,6.485µm
_00543_,6.48µm
_00646_,6.48µm
_01728_,6.48µm
_01883_,6.48µm
_02112_,6.48µm
_03694_,6.48µm
_04509_,6.48µm
_05592_,6.48µm
_05912_,6.48µm
_06022_,6.48µm
_00209_,6.47µm
_05341_,6.46µm
_04831_,6.45µm
_02163_,6.44µm
_05138_,6.43µm
_00129_,6.42µm
_02385_,6.42µm
_03730_,6.42µm
_05275_,6.405µm
_00268_,6.4µm
_00550_,6.4µm
_00769_,6.4µm
_01025_,6.4µm
_01208_,6.4µm
_01252_,6.4µm
_01485_,6.4µm
_01552_,6.4µm
_01900_,6.4µm
_01979_,6.4µm
_02115_,6.4µm
_02304_,6.4µm
_02335_,6.4µm
_02387_,6.4µm
_02473_,6.4µm
_02567_,6.4µm
_02826_,6.4µm
_02980_,6.4µm
_03638_,6.4µm
_03711_,6.4µm
_03778_,6.4µm
_03800_,6.4µm
_03933_,6.4µm
_04086_,6.4µm
_04168_,6.4µm
_04351_,6.4µm
_04368_,6.4µm
_04833_,6.4µm
_04891_,6.4µm
_04994_,6.4µm
_05097_,6.4µm
_05203_,6.4µm
_05548_,6.4µm
_05554_,6.4µm
_05601_,6.4µm
_05807_,6.4µm
_06079_,6.4µm
_06270_,6.4µm
_06637_,6.4µm
_00658_,6.38µm
_01444_,6.38µm
_02555_,6.38µm
_03580_,6.38µm
_01012_,6.36µm
_01998_,6.36µm
_04381_,6.36µm
_05048_,6.36µm
_05207_,6.36µm
_05192_,6.34µm
_02726_,6.33µm
w32[6],6.33µm
_01363_,6.32µm
_02114_,6.32µm
_02717_,6.32µm
_04018_,6.32µm
_04329_,6.32µm
_04414_,6.32µm
_04612_,6.32µm
_05944_,6.32µm
_06288_,6.32µm
_06322_,6.32µm
w11[3],6.31µm
w23[2],6.31µm
_00016_,6.3µm
_00062_,6.3µm
_00174_,6.3µm
_00516_,6.3µm
_01221_,6.3µm
_01350_,6.3µm
_01622_,6.3µm
_03297_,6.3µm
_03361_,6.3µm
_04591_,6.3µm
_05400_,6.3µm
_05814_,6.3µm
_06435_,6.3µm
_03559_,6.285µm
_00537_,6.28µm
_00834_,6.28µm
_00935_,6.28µm
_01418_,6.28µm
_01740_,6.28µm
_02161_,6.28µm
_02529_,6.28µm
_02686_,6.28µm
_02690_,6.28µm
_03188_,6.28µm
_03523_,6.28µm
_03721_,6.28µm
_04023_,6.28µm
_04104_,6.28µm
_04133_,6.28µm
_04180_,6.28µm
_04716_,6.28µm
_04843_,6.28µm
_05335_,6.28µm
_05464_,6.28µm
_05612_,6.28µm
_05623_,6.28µm
net939,6.28µm
_03367_,6.275µm
_00038_,6.26µm
_00039_,6.26µm
_00059_,6.26µm
_01400_,6.26µm
_01578_,6.26µm
_01796_,6.26µm
_01893_,6.26µm
_02501_,6.26µm
_02668_,6.26µm
_03650_,6.26µm
_03891_,6.26µm
_04621_,6.26µm
_04753_,6.26µm
_05273_,6.26µm
_05472_,6.26µm
_05593_,6.26µm
_05731_,6.26µm
_05962_,6.26µm
_06016_,6.26µm
_06019_,6.26µm
_06139_,6.26µm
_06328_,6.26µm
_06409_,6.26µm
_03757_,6.24µm
_04100_,6.24µm
_05600_,6.24µm
_04046_,6.22µm
out1[0],6.21µm
out1[5],6.21µm
out3[12],6.21µm
out3[4],6.21µm
_01634_,6.205µm
_00451_,6.2µm
_00585_,6.2µm
_00970_,6.2µm
_01110_,6.2µm
_01207_,6.2µm
_01930_,6.2µm
_04951_,6.2µm
_05540_,6.2µm
_05715_,6.2µm
_06051_,6.2µm
_06206_,6.2µm
_00190_,6.18µm
_00313_,6.18µm
_00350_,6.18µm
_00622_,6.18µm
_00762_,6.18µm
_00944_,6.18µm
_01034_,6.18µm
_01147_,6.18µm
_01203_,6.18µm
_01404_,6.18µm
_01708_,6.18µm
_02048_,6.18µm
_02113_,6.18µm
_02239_,6.18µm
_02255_,6.18µm
_02391_,6.18µm
_02420_,6.18µm
_02496_,6.18µm
_02637_,6.18µm
_02729_,6.18µm
_02757_,6.18µm
_03898_,6.18µm
_04058_,6.18µm
_04473_,6.18µm
_04485_,6.18µm
_04580_,6.18µm
_04644_,6.18µm
_04882_,6.18µm
_05395_,6.18µm
_05740_,6.18µm
_05969_,6.18µm
_06370_,6.18µm
_06664_,6.18µm
_03556_,6.165µm
_00465_,6.16µm
_00861_,6.16µm
_02277_,6.16µm
_02625_,6.16µm
_03223_,6.16µm
_03253_,6.16µm
_03267_,6.16µm
_03753_,6.16µm
_04072_,6.16µm
_04224_,6.16µm
_04824_,6.16µm
_04898_,6.16µm
_05630_,6.16µm
_05819_,6.16µm
_06258_,6.16µm
_02267_,6.145µm
_00151_,6.14µm
_00172_,6.14µm
_00331_,6.14µm
_00407_,6.14µm
_00683_,6.14µm
_01881_,6.14µm
_02278_,6.14µm
_02841_,6.14µm
_04059_,6.14µm
_05005_,6.14µm
_05322_,6.14µm
_05431_,6.14µm
_05460_,6.14µm
_05550_,6.14µm
_06384_,6.14µm
_06481_,6.14µm
_06573_,6.14µm
_06626_,6.14µm
_06667_,6.14µm
_04177_,6.12µm
net229,6.12µm
in2[4],6.09µm
in3[6],6.09µm
w00[6],6.09µm
w03[6],6.09µm
_00160_,6.08µm
_01530_,6.08µm
_03452_,6.08µm
_04707_,6.08µm
_05354_,6.08µm
_05535_,6.08µm
_00235_,6.06µm
_00479_,6.06µm
_00673_,6.06µm
_00691_,6.06µm
_00751_,6.06µm
_00820_,6.06µm
_01008_,6.06µm
_01120_,6.06µm
_01128_,6.06µm
_01144_,6.06µm
_01517_,6.06µm
_01699_,6.06µm
_02010_,6.06µm
_02033_,6.06µm
_02342_,6.06µm
_02470_,6.06µm
_02618_,6.06µm
_02797_,6.06µm
_03200_,6.06µm
_03521_,6.06µm
_03587_,6.06µm
_03870_,6.06µm
_03976_,6.06µm
_04228_,6.06µm
_05361_,6.06µm
_05369_,6.06µm
_05967_,6.06µm
_06218_,6.06µm
_06223_,6.06µm
_06253_,6.06µm
_06385_,6.06µm
_06548_,6.06µm
w22[0],6.06µm
net777,6.06µm
_00460_,6.04µm
_02207_,6.04µm
_02244_,6.04µm
_04107_,6.04µm
_05421_,6.04µm
_05846_,6.04µm
_06012_,6.04µm
_00907_,6.02µm
_03596_,6.02µm
_06171_,6.02µm
net3,6.02µm
_01335_,5.98µm
_03260_,5.98µm
in0[4],5.97µm
w00[7],5.97µm
w11[1],5.97µm
w13[1],5.97µm
w21[6],5.97µm
w30[1],5.97µm
w32[0],5.97µm
w33[1],5.97µm
_00449_,5.96µm
_04462_,5.96µm
_06673_,5.96µm
_03905_,5.945µm
_04184_,5.945µm
_00334_,5.94µm
_00802_,5.94µm
_00881_,5.94µm
_00908_,5.94µm
_00981_,5.94µm
_01033_,5.94µm
_02151_,5.94µm
_02486_,5.94µm
_03578_,5.94µm
_03603_,5.94µm
_04051_,5.94µm
_04220_,5.94µm
_04258_,5.94µm
_04885_,5.94µm
_05039_,5.94µm
_05078_,5.94µm
_05269_,5.94µm
_05510_,5.94µm
_05949_,5.94µm
_06125_,5.94µm
_06198_,5.94µm
_06269_,5.94µm
_06560_,5.94µm
_06643_,5.94µm
_02612_,5.92µm
_05646_,5.92µm
_06601_,5.92µm
_02471_,5.915µm
_02286_,5.9µm
_02287_,5.9µm
_04432_,5.9µm
_05402_,5.9µm
net790,5.9µm
_00947_,5.895µm
_00584_,5.86µm
_00919_,5.86µm
_02434_,5.86µm
_03097_,5.86µm
_03207_,5.86µm
_04371_,5.86µm
_04426_,5.86µm
_04522_,5.86µm
_04685_,5.86µm
_03883_,5.855µm
_04602_,5.845µm
_00207_,5.84µm
_00240_,5.84µm
_00339_,5.84µm
_00462_,5.84µm
_00469_,5.84µm
_00518_,5.84µm
_00753_,5.84µm
_01091_,5.84µm
_02075_,5.84µm
_02213_,5.84µm
_02534_,5.84µm
_03068_,5.84µm
_03125_,5.84µm
_04205_,5.84µm
_05959_,5.84µm
_06274_,5.84µm
net779,5.84µm
net946,5.84µm
_03205_,5.83µm
_00471_,5.825µm
_00293_,5.82µm
_00418_,5.82µm
_00615_,5.82µm
_00764_,5.82µm
_00799_,5.82µm
_00884_,5.82µm
_00964_,5.82µm
_01294_,5.82µm
_01298_,5.82µm
_01393_,5.82µm
_01632_,5.82µm
_01703_,5.82µm
_02238_,5.82µm
_02887_,5.82µm
_03009_,5.82µm
_03258_,5.82µm
_03606_,5.82µm
_03769_,5.82µm
_03877_,5.82µm
_03951_,5.82µm
_04395_,5.82µm
_04421_,5.82µm
_04453_,5.82µm
_04493_,5.82µm
_04745_,5.82µm
_04750_,5.82µm
_04934_,5.82µm
_05170_,5.82µm
_05190_,5.82µm
_05970_,5.82µm
net773,5.82µm
_04081_,5.815µm
_00767_,5.8µm
_00926_,5.8µm
_01447_,5.8µm
_02030_,5.8µm
_02747_,5.8µm
_03309_,5.8µm
_03387_,5.8µm
_03509_,5.8µm
_03554_,5.8µm
_04073_,5.8µm
_04935_,5.8µm
_05844_,5.8µm
_05936_,5.8µm
_06265_,5.8µm
_06558_,5.8µm
net901,5.8µm
out1[14],5.75µm
out1[3],5.75µm
out2[6],5.75µm
out2[7],5.75µm
out3[9],5.75µm
_00148_,5.74µm
_00677_,5.74µm
_02265_,5.74µm
_02483_,5.74µm
_02667_,5.74µm
_03382_,5.74µm
_03424_,5.74µm
_03500_,5.74µm
_04271_,5.74µm
_06617_,5.74µm
net919,5.74µm
_02613_,5.73µm
_00217_,5.72µm
_00526_,5.72µm
_00804_,5.72µm
_00873_,5.72µm
_01062_,5.72µm
_01086_,5.72µm
_01383_,5.72µm
_01954_,5.72µm
_02177_,5.72µm
_02954_,5.72µm
_02997_,5.72µm
_03140_,5.72µm
_03196_,5.72µm
_03377_,5.72µm
_04062_,5.72µm
_04392_,5.72µm
_04438_,5.72µm
_04445_,5.72µm
_04567_,5.72µm
_04631_,5.72µm
_04662_,5.72µm
_05545_,5.72µm
_05738_,5.72µm
_05857_,5.72µm
_05983_,5.72µm
_06068_,5.72µm
_06129_,5.72µm
_06176_,5.72µm
_06278_,5.72µm
_06430_,5.72µm
_03213_,5.71µm
_00633_,5.7µm
_01720_,5.7µm
_03063_,5.7µm
_03581_,5.7µm
_04375_,5.7µm
_05248_,5.7µm
_05437_,5.7µm
_05780_,5.7µm
_04052_,5.685µm
_00321_,5.68µm
_00402_,5.68µm
_00699_,5.68µm
_00889_,5.68µm
_01133_,5.68µm
_01181_,5.68µm
_01533_,5.68µm
_02121_,5.68µm
_02147_,5.68µm
_02332_,5.68µm
_02568_,5.68µm
_02804_,5.68µm
_03305_,5.68µm
_03384_,5.68µm
_04656_,5.68µm
_04739_,5.68µm
_05399_,5.68µm
_05422_,5.68µm
_06100_,5.68µm
_06221_,5.68µm
_06263_,5.68µm
net190,5.68µm
net217,5.68µm
net768,5.68µm
_00617_,5.66µm
_05828_,5.64µm
rst,5.63µm
w03[1],5.63µm
w11[6],5.63µm
w13[2],5.63µm
w20[5],5.63µm
w30[3],5.63µm
_00224_,5.62µm
_03121_,5.62µm
_04431_,5.62µm
_04710_,5.62µm
_06066_,5.62µm
net784,5.62µm
_00400_,5.6µm
_00531_,5.6µm
_00697_,5.6µm
_00783_,5.6µm
_00837_,5.6µm
_00871_,5.6µm
_01334_,5.6µm
_01409_,5.6µm
_01428_,5.6µm
_01562_,5.6µm
_01573_,5.6µm
_01656_,5.6µm
_02091_,5.6µm
_02195_,5.6µm
_02430_,5.6µm
_02610_,5.6µm
_03526_,5.6µm
_03672_,5.6µm
_03767_,5.6µm
_03931_,5.6µm
_04014_,5.6µm
_04241_,5.6µm
_04592_,5.6µm
_04959_,5.6µm
_05028_,5.6µm
_05104_,5.6µm
_05348_,5.6µm
_05694_,5.6µm
_05997_,5.6µm
_06118_,5.6µm
_06411_,5.6µm
_06443_,5.6µm
net867,5.6µm
_00679_,5.58µm
_01136_,5.58µm
_01206_,5.58µm
_02908_,5.58µm
_03631_,5.58µm
_04423_,5.58µm
_05074_,5.58µm
_05849_,5.575µm
_01673_,5.565µm
_00930_,5.56µm
_01709_,5.56µm
_02593_,5.56µm
_06227_,5.56µm
_03421_,5.53µm
out1[10],5.53µm
out3[1],5.53µm
out3[6],5.53µm
_00828_,5.52µm
_01115_,5.52µm
_01189_,5.52µm
_03182_,5.52µm
_04000_,5.52µm
_02004_,5.5µm
_02226_,5.5µm
_06570_,5.5µm
w30[6],5.49µm
_00237_,5.48µm
_00496_,5.48µm
_00716_,5.48µm
_01387_,5.48µm
_02097_,5.48µm
_02457_,5.48µm
_02478_,5.48µm
_02570_,5.48µm
_02868_,5.48µm
_03239_,5.48µm
_03300_,5.48µm
_03555_,5.48µm
_03593_,5.48µm
_03674_,5.48µm
_03897_,5.48µm
_04250_,5.48µm
_04264_,5.48µm
_04574_,5.48µm
_04690_,5.48µm
_04897_,5.48µm
_05061_,5.48µm
_05206_,5.48µm
_05350_,5.48µm
_05792_,5.48µm
_05874_,5.48µm
_06158_,5.48µm
_06195_,5.48µm
_06197_,5.48µm
_06213_,5.48µm
_06419_,5.48µm
_06432_,5.48µm
_05781_,5.475µm
_00663_,5.46µm
_00992_,5.46µm
_01694_,5.46µm
_02188_,5.46µm
_03131_,5.46µm
_03218_,5.46µm
_06224_,5.46µm
net726,5.46µm
_00686_,5.44µm
_00835_,5.44µm
_02080_,5.44µm
_03483_,5.44µm
_05358_,5.43µm
in0[0],5.41µm
in2[0],5.41µm
w03[5],5.41µm
w10[7],5.41µm
w20[4],5.41µm
w21[1],5.41µm
w33[7],5.41µm
_00611_,5.4µm
_00875_,5.4µm
_01070_,5.4µm
_01834_,5.4µm
_03645_,5.4µm
_03748_,5.4µm
_05030_,5.4µm
_05070_,5.4µm
_06060_,5.4µm
_00987_,5.395µm
_00096_,5.39µm
_00031_,5.38µm
_00203_,5.38µm
_00215_,5.38µm
_00318_,5.38µm
_00839_,5.38µm
_00872_,5.38µm
_01475_,5.38µm
_02136_,5.38µm
_02399_,5.38µm
_02594_,5.38µm
_02926_,5.38µm
_03413_,5.38µm
_04303_,5.38µm
_04570_,5.38µm
_04790_,5.38µm
_05060_,5.38µm
_05334_,5.38µm
_06184_,5.38µm
net181,5.38µm
net189,5.38µm
net221,5.38µm
net232,5.38µm
net732,5.38µm
_04111_,5.37µm
_00262_,5.36µm
_00754_,5.36µm
_01296_,5.36µm
_01511_,5.36µm
_01614_,5.36µm
_01658_,5.36µm
_02276_,5.36µm
_02292_,5.36µm
_02988_,5.36µm
_03053_,5.36µm
_03146_,5.36µm
_03266_,5.36µm
_03371_,5.36µm
_04003_,5.36µm
_04164_,5.36µm
_04261_,5.36µm
_04304_,5.36µm
_04322_,5.36µm
_04515_,5.36µm
_04598_,5.36µm
_05147_,5.36µm
_05930_,5.36µm
_05974_,5.36µm
_06264_,5.36µm
_06659_,5.36µm
_00040_,5.34µm
_00432_,5.34µm
_00454_,5.34µm
_00485_,5.34µm
_00502_,5.34µm
_01063_,5.34µm
_01246_,5.34µm
_01603_,5.34µm
_01653_,5.34µm
_01680_,5.34µm
_01695_,5.34µm
_01719_,5.34µm
_01739_,5.34µm
_01985_,5.34µm
_02602_,5.34µm
_02714_,5.34µm
_02963_,5.34µm
_03096_,5.34µm
_03224_,5.34µm
_03469_,5.34µm
_03492_,5.34µm
_03849_,5.34µm
_03865_,5.34µm
_04116_,5.34µm
_04714_,5.34µm
_05036_,5.34µm
_05114_,5.34µm
net213,5.34µm
net222,5.34µm
net724,5.34µm
in0[1],5.29µm
w00[0],5.29µm
w02[2],5.29µm
w11[2],5.29µm
w11[4],5.29µm
w20[7],5.29µm
w33[5],5.29µm
_00347_,5.28µm
_00819_,5.28µm
_01102_,5.28µm
_01116_,5.28µm
_01211_,5.28µm
_02150_,5.28µm
_03039_,5.28µm
_04409_,5.28µm
_04463_,5.28µm
_04558_,5.28µm
_05181_,5.28µm
_06332_,5.28µm
_06355_,5.28µm
_06276_,5.27µm
_01806_,5.265µm
_00226_,5.26µm
_00381_,5.26µm
_00468_,5.26µm
_00490_,5.26µm
_00505_,5.26µm
_00554_,5.26µm
_00641_,5.26µm
_00771_,5.26µm
_00782_,5.26µm
_00800_,5.26µm
_01122_,5.26µm
_01462_,5.26µm
_01787_,5.26µm
_01816_,5.26µm
_02214_,5.26µm
_02527_,5.26µm
_02552_,5.26µm
_02623_,5.26µm
_02930_,5.26µm
_03105_,5.26µm
_03252_,5.26µm
_03279_,5.26µm
_03693_,5.26µm
_03821_,5.26µm
_04013_,5.26µm
_04121_,5.26µm
_04213_,5.26µm
_04272_,5.26µm
_04290_,5.26µm
_04353_,5.26µm
_04479_,5.26µm
_04537_,5.26µm
_04936_,5.26µm
_05234_,5.26µm
_05697_,5.26µm
_05758_,5.26µm
_05782_,5.26µm
_05830_,5.26µm
_05833_,5.26µm
_05840_,5.26µm
_06522_,5.26µm
_06543_,5.26µm
_06590_,5.26µm
_02141_,5.25µm
_01466_,5.24µm
_02066_,5.24µm
_05700_,5.24µm
_05718_,5.24µm
_05733_,5.24µm
_06262_,5.24µm
_00197_,5.22µm
_00430_,5.22µm
_00549_,5.22µm
_00685_,5.22µm
_00883_,5.22µm
_01068_,5.22µm
_01684_,5.22µm
_02749_,5.22µm
_02753_,5.22µm
_02817_,5.22µm
_02922_,5.22µm
_03531_,5.22µm
_03858_,5.22µm
_04230_,5.22µm
_04293_,5.22µm
_04325_,5.22µm
_04433_,5.22µm
_04545_,5.22µm
_05213_,5.22µm
_05287_,5.22µm
_05429_,5.22µm
_05547_,5.22µm
_06023_,5.22µm
_06308_,5.22µm
_06319_,5.22µm
_06539_,5.22µm
_00694_,5.19µm
_00227_,5.16µm
_01978_,5.16µm
_02810_,5.16µm
_03563_,5.16µm
_03885_,5.16µm
_04425_,5.145µm
_05996_,5.145µm
_00254_,5.14µm
_00257_,5.14µm
_00441_,5.14µm
_00956_,5.14µm
_01104_,5.14µm
_01619_,5.14µm
_01626_,5.14µm
_01690_,5.14µm
_01810_,5.14µm
_01841_,5.14µm
_02015_,5.14µm
_02127_,5.14µm
_02225_,5.14µm
_02438_,5.14µm
_02636_,5.14µm
_02711_,5.14µm
_03083_,5.14µm
_03122_,5.14µm
_03295_,5.14µm
_03675_,5.14µm
_03783_,5.14µm
_03895_,5.14µm
_04074_,5.14µm
_04262_,5.14µm
_04492_,5.14µm
_04650_,5.14µm
_04913_,5.14µm
_05141_,5.14µm
_05702_,5.14µm
_05963_,5.14µm
_06001_,5.14µm
_06208_,5.14µm
_06536_,5.14µm
_05012_,5.13µm
_02646_,5.12µm
_02947_,5.12µm
_03045_,5.12µm
_03700_,5.12µm
_05499_,5.12µm
_02671_,5.1µm
_03954_,5.1µm
_04369_,5.1µm
_04571_,5.1µm
_04904_,5.1µm
_06361_,5.1µm
net716,5.1µm
_01406_,5.075µm
_06639_,5.075µm
_05546_,5.07µm
out2[4],5.07µm
w20[6],5.07µm
net774,5.07µm
_00023_,5.06µm
_01411_,5.06µm
_01555_,5.06µm
_03585_,5.06µm
_04555_,5.06µm
_01396_,5.04µm
_02558_,5.04µm
_02785_,5.04µm
_03794_,5.04µm
_05932_,5.04µm
net799,5.04µm
_03902_,5.025µm
_00223_,5.02µm
_00628_,5.02µm
_00666_,5.02µm
_00811_,5.02µm
_00874_,5.02µm
_01226_,5.02µm
_01498_,5.02µm
_01716_,5.02µm
_01760_,5.02µm
_02178_,5.02µm
_02388_,5.02µm
_02467_,5.02µm
_02704_,5.02µm
_03215_,5.02µm
_04006_,5.02µm
_04044_,5.02µm
_04151_,5.02µm
_04268_,5.02µm
_05280_,5.02µm
_05313_,5.02µm
_05493_,5.02µm
_05730_,5.02µm
_06061_,5.02µm
_06144_,5.02µm
_06442_,5.02µm
net712,5.02µm
net943,5.02µm
_03522_,5µm
_04209_,5µm
_01939_,4.99µm
_00536_,4.955µm
_01955_,4.95µm
in2[7],4.95µm
w00[5],4.95µm
w02[3],4.95µm
w02[6],4.95µm
w23[3],4.95µm
w30[7],4.95µm
w32[5],4.95µm
_00013_,4.94µm
_00652_,4.94µm
_01343_,4.94µm
_01706_,4.94µm
_02296_,4.94µm
_02375_,4.94µm
_04344_,4.94µm
_04347_,4.94µm
_04660_,4.94µm
_04861_,4.94µm
_05851_,4.94µm
_06429_,4.94µm
_06517_,4.94µm
_06576_,4.94µm
_04595_,4.93µm
_00153_,4.92µm
_00346_,4.92µm
_00561_,4.92µm
_00589_,4.92µm
_00979_,4.92µm
_01805_,4.92µm
_01846_,4.92µm
_02274_,4.92µm
_02627_,4.92µm
_03601_,4.92µm
_03776_,4.92µm
_03996_,4.92µm
_04214_,4.92µm
_04539_,4.92µm
_05538_,4.92µm
net764,4.92µm
_00301_,4.9µm
_00397_,4.9µm
_01801_,4.9µm
_02184_,4.9µm
_02204_,4.9µm
_02609_,4.9µm
_02626_,4.9µm
_05212_,4.9µm
_05486_,4.9µm
_05929_,4.9µm
_06413_,4.9µm
_03234_,4.885µm
_00021_,4.88µm
_00353_,4.88µm
_01066_,4.88µm
_01073_,4.88µm
_01382_,4.88µm
_01523_,4.88µm
_01647_,4.88µm
_02217_,4.88µm
_02353_,4.88µm
_02487_,4.88µm
_02587_,4.88µm
_02891_,4.88µm
_02918_,4.88µm
_03626_,4.88µm
_03729_,4.88µm
_03848_,4.88µm
_04316_,4.88µm
_04540_,4.88µm
_04652_,4.88µm
_04835_,4.88µm
_05139_,4.88µm
_05573_,4.88µm
_05916_,4.88µm
_06236_,4.88µm
_06363_,4.88µm
_06559_,4.88µm
net781,4.88µm
_00086_,4.87µm
_00097_,4.87µm
_00100_,4.87µm
out1[12],4.85µm
out3[3],4.85µm
out3[5],4.85µm
net802,4.85µm
_00030_,4.82µm
_00372_,4.82µm
_01074_,4.82µm
_01569_,4.82µm
_01598_,4.82µm
_02377_,4.82µm
_02597_,4.82µm
_02660_,4.82µm
_02662_,4.82µm
_02965_,4.82µm
_03243_,4.82µm
_03360_,4.82µm
_03941_,4.82µm
_04284_,4.82µm
_04563_,4.82µm
_05376_,4.82µm
_06021_,4.82µm
_00134_,4.8µm
_00302_,4.8µm
_00375_,4.8µm
_00630_,4.8µm
_00631_,4.8µm
_00676_,4.8µm
_00955_,4.8µm
_01359_,4.8µm
_01401_,4.8µm
_02012_,4.8µm
_02172_,4.8µm
_02561_,4.8µm
_02761_,4.8µm
_02858_,4.8µm
_03187_,4.8µm
_03191_,4.8µm
_03286_,4.8µm
_03429_,4.8µm
_03518_,4.8µm
_03804_,4.8µm
_04029_,4.8µm
_04305_,4.8µm
_04516_,4.8µm
_04907_,4.8µm
_05021_,4.8µm
_05073_,4.8µm
_05289_,4.8µm
_05317_,4.8µm
_05455_,4.8µm
_05498_,4.8µm
_05675_,4.8µm
_05713_,4.8µm
_06279_,4.8µm
_06459_,4.8µm
net885,4.8µm
_03574_,4.795µm
_00183_,4.78µm
_02018_,4.78µm
_02495_,4.78µm
_03726_,4.78µm
_04222_,4.78µm
_04773_,4.78µm
_05172_,4.78µm
_01788_,4.76µm
_01800_,4.76µm
_01885_,4.76µm
_02074_,4.76µm
_02116_,4.76µm
_02703_,4.76µm
_03825_,4.76µm
_04475_,4.76µm
_04860_,4.76µm
_05087_,4.76µm
_05232_,4.76µm
_05500_,4.76µm
_06101_,4.76µm
_06353_,4.76µm
in3[3],4.73µm
out1[15],4.73µm
out1[2],4.73µm
out2[1],4.73µm
w03[2],4.73µm
w21[4],4.73µm
_02315_,4.71µm
_02125_,4.7µm
_03731_,4.7µm
_04031_,4.7µm
_06535_,4.7µm
_02407_,4.685µm
_00244_,4.68µm
_00385_,4.68µm
_00627_,4.68µm
_00791_,4.68µm
_00856_,4.68µm
_00909_,4.68µm
_01700_,4.68µm
_02056_,4.68µm
_02186_,4.68µm
_02299_,4.68µm
_02432_,4.68µm
_02569_,4.68µm
_02811_,4.68µm
_03407_,4.68µm
_03433_,4.68µm
_03766_,4.68µm
_03991_,4.68µm
_04077_,4.68µm
_04382_,4.68µm
_04435_,4.68µm
_04554_,4.68µm
_04666_,4.68µm
_04779_,4.68µm
_05151_,4.68µm
_06096_,4.68µm
net864,4.68µm
_00527_,4.66µm
_00993_,4.66µm
_01799_,4.66µm
_04791_,4.66µm
_01423_,4.64µm
in0[3],4.61µm
in2[3],4.61µm
in3[0],4.61µm
w03[3],4.61µm
w21[2],4.61µm
w32[3],4.61µm
_02045_,4.6µm
_04456_,4.6µm
_05198_,4.6µm
_00914_,4.58µm
_00983_,4.58µm
_01228_,4.58µm
_01251_,4.58µm
_02181_,4.58µm
_03827_,4.58µm
_04758_,4.58µm
_06668_,4.575µm
_00957_,4.565µm
_02535_,4.565µm
_00163_,4.56µm
_00700_,4.56µm
_01386_,4.56µm
_01721_,4.56µm
_01748_,4.56µm
_01762_,4.56µm
_01817_,4.56µm
_01860_,4.56µm
_01988_,4.56µm
_02117_,4.56µm
_02925_,4.56µm
_03233_,4.56µm
_03868_,4.56µm
_04137_,4.56µm
_04341_,4.56µm
_04455_,4.56µm
_04651_,4.56µm
_04896_,4.56µm
_05380_,4.56µm
_05432_,4.56µm
_05812_,4.56µm
_06031_,4.56µm
_06316_,4.56µm
_06450_,4.56µm
net485,4.56µm
_00007_,4.54µm
_00294_,4.54µm
_00632_,4.54µm
_06277_,4.54µm
_06254_,4.49µm
_01202_,4.485µm
_03620_,4.485µm
_00193_,4.48µm
_00330_,4.48µm
_01321_,4.48µm
_01408_,4.48µm
_01696_,4.48µm
_01916_,4.48µm
_01970_,4.48µm
_02016_,4.48µm
_02923_,4.48µm
_03069_,4.48µm
_03340_,4.48µm
_03447_,4.48µm
_03633_,4.48µm
_04136_,4.48µm
_04252_,4.48µm
_04729_,4.48µm
_05004_,4.48µm
_05656_,4.48µm
_05804_,4.48µm
net800,4.48µm
_00176_,4.46µm
_00290_,4.46µm
_00901_,4.46µm
_00910_,4.46µm
_01085_,4.46µm
_01682_,4.46µm
_01766_,4.46µm
_01832_,4.46µm
_02237_,4.46µm
_02392_,4.46µm
_02640_,4.46µm
_03351_,4.46µm
_03828_,4.46µm
_04033_,4.46µm
_04292_,4.46µm
_04394_,4.46µm
_04469_,4.46µm
_04746_,4.46µm
_05171_,4.46µm
_05193_,4.46µm
_05371_,4.46µm
_05412_,4.46µm
_05743_,4.46µm
_06054_,4.46µm
_06368_,4.46µm
_01101_,4.44µm
_01633_,4.44µm
_03451_,4.44µm
_03470_,4.44µm
_04291_,4.44µm
_04487_,4.44µm
_05453_,4.44µm
_05787_,4.44µm
_06631_,4.44µm
_00704_,4.42µm
_01236_,4.42µm
_01327_,4.42µm
_01348_,4.42µm
_03201_,4.42µm
_05210_,4.42µm
_05492_,4.42µm
_05505_,4.42µm
net220,4.42µm
net231,4.42µm
net745,4.42µm
net750,4.42µm
net782,4.42µm
out1[4],4.39µm
out2[0],4.39µm
out2[2],4.39µm
out2[3],4.39µm
out2[5],4.39µm
out3[7],4.39µm
out3[8],4.39µm
_01042_,4.36µm
_01260_,4.36µm
_01509_,4.36µm
_01615_,4.36µm
_02901_,4.36µm
_04348_,4.36µm
_04683_,4.36µm
